timestamp_iso,session_id,software_version,block_id,reference_kg,reference_n,position_tag,repetition,raw_sum_block,net_sum_block,mean_raw_block,std_raw_block,cv_pct,estimated_kg,estimated_n,stability_state,time_since_load_s,tare_block_sum
2026-08-17T08:56:22.645627-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,0.0,0.0,center,1,172.7092,0.0,172.7092,3.1237,1.8086,,,stable,5.0,172.7092
2026-08-17T08:56:39.408720-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,0.872,8.5543,center,1,367.4031,194.6939,367.4031,14.8095,4.0309,,,stable,5.0,172.7092
2026-08-17T08:56:57.382007-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,1.192,11.6935,center,1,715.949,543.2398,715.949,56.1842,7.8475,,,stable,5.0,172.7092
2026-08-17T08:57:14.460382-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,1.972,19.3453,center,1,1237.4184,1064.7092,1237.4184,15.1043,1.2206,,,stable,5.0,172.7092
2026-08-17T08:58:55.611747-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,2.349,23.0437,center,1,1655.8112,1483.102,1655.8112,57.1245,3.4499,,,stable,5.0,172.7092
2026-08-17T08:59:52.097694-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,3.163,31.029,center,1,1809.0408,1636.3316,1809.0408,43.8905,2.4262,,,stable,5.0,172.7092
2026-08-17T09:00:31.345514-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,3.91,38.3571,center,1,2464.2398,2291.5306,2464.2398,34.7342,1.4095,,,stable,5.0,172.7092
2026-08-17T09:02:05.400891-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,4.782,46.9114,center,1,2977.949,2805.2398,2977.949,168.3887,5.6545,,,stable,5.0,172.7092
2026-08-17T09:04:20.652964-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,5.102,50.0506,center,1,3640.9949,3468.2857,3640.9949,74.235,2.0389,,,stable,5.0,172.7092
2026-08-17T09:04:42.510193-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,5.894,57.8201,center,1,4712.4898,4539.7806,4712.4898,137.6182,2.9203,,,stable,5.0,172.7092
2026-08-17T09:06:46.661143-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,5.894,57.8201,center,1,7973.7908,7801.0816,7973.7908,74.6404,0.9361,,,stable,5.0,172.7092
2026-08-17T09:07:07.293100-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,5.894,57.8201,center,1,6703.4133,6530.7041,6703.4133,386.3023,5.7628,,,stable,5.0,172.7092
2026-08-17T09:07:59.750221-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,5.894,57.8201,center,1,4428.8776,4256.1684,4428.8776,212.8375,4.8057,,,stable,5.0,172.7092
2026-08-17T09:09:15.368217-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,6.766,66.3745,center,1,4553.0714,4380.3622,4553.0714,304.7986,6.6944,,,stable,5.0,172.7092
2026-08-17T09:10:51.493346-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,6.766,66.3745,center,1,6502.9133,6330.2041,6502.9133,468.2892,7.2012,,,stable,5.0,172.7092
2026-08-17T09:26:58.574008-04:00,2ea9882e-b838-4832-9216-6e8cdec6568c,1.0.0,3,7.6,74.556,center,1,3372.6582,3199.949,3372.6582,459.4197,13.6219,,,transient,5.0,172.7092
