timestamp_iso,session_id,software_version,block_id,reference_kg,reference_n,position_tag,repetition,raw_sum_block,net_sum_block,mean_raw_block,std_raw_block,cv_pct,estimated_kg,estimated_n,stability_state,time_since_load_s,tare_block_sum
2026-08-17T07:57:45.978793-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,0.0,0.0,center,1,161.7347,0.0,161.7347,8.9398,5.5274,0.047,0.4611,stable,5.0,161.7347
2026-08-17T07:58:27.305172-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,0.872,8.5543,center,1,337.148,175.4133,337.148,16.8563,4.9997,0.587,5.7585,stable,5.0,161.7347
2026-08-17T07:58:52.693208-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,1.192,11.6935,center,1,1078.4592,916.7245,1078.4592,23.1462,2.1462,1.064,10.4378,stable,5.0,161.7347
2026-08-17T07:59:52.190227-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,1.941,19.0412,center,1,1342.0561,1180.3214,1342.0561,19.7665,1.4729,0.531,5.2091,stable,5.0,161.7347
2026-08-17T08:00:29.981974-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,3.131,30.7151,center,1,2429.5939,2267.8592,2429.5939,93.64,3.8541,-5.567,-54.6123,stable,5.0,161.7347
2026-08-17T08:01:03.422037-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,2.348,23.0339,center,1,1494.2132,1332.4785,1494.2132,26.097,1.7465,0.056,0.5494,stable,5.0,161.7347
2026-08-17T08:01:36.100331-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,3.912,38.3767,center,1,2064.7626,1903.0279,2064.7626,23.819,1.1536,-2.822,-27.6838,stable,5.0,161.7347
2026-08-17T08:02:53.347801-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,5.104,50.0702,center,1,3210.7857,3049.051,3210.7857,47.8633,1.4907,-13.821,-135.584,stable,5.0,161.7347
2026-08-17T08:04:20.905986-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,4.424,43.3994,center,1,2858.0152,2696.2805,2858.0152,35.9237,1.2569,-9.693,-95.0883,stable,5.0,161.7347
2026-08-17T08:05:51.391470-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,6.2,60.822,center,1,3952.6462,3790.9115,3952.6462,8.2258,0.2081,-24.657,-241.8852,stable,5.0,161.7347
2026-08-17T08:08:21.581262-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,7.24,71.0244,center,1,4659.7602,4498.0255,4659.7602,65.1476,1.3981,-37.705,-369.8861,stable,5.0,161.7347
2026-08-17T08:09:35.393998-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,8.329,81.7075,center,1,5320.3418,5158.6071,5320.3418,45.5531,0.8562,-52.291,-512.9747,stable,5.0,161.7347
2026-08-17T08:10:50.876419-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,8.717,85.5138,center,1,6017.9592,5856.2245,6017.9592,45.253,0.752,-70.209,-688.7503,stable,5.0,161.7347
2026-08-17T08:18:13.293319-04:00,8820f235-8967-446c-945e-f71157f7d605,1.0.0,1,9.441,92.6162,center,1,5251.5408,5089.8061,5251.5408,299.5502,5.704,-50.664,-497.0138,stable,5.0,161.7347
