timestamp_iso,session_id,software_version,block_id,reference_kg,reference_n,position_tag,repetition,raw_sum_block,net_sum_block,mean_raw_block,std_raw_block,cv_pct,estimated_kg,estimated_n,stability_state,time_since_load_s,tare_block_sum
2026-08-18T08:48:25.085583-04:00,49b5e771-e35c-42e9-9434-6daf0d4c663c,1.0.0,0,1.19,11.6739,center,1,1202.7919,358.0761,1202.7919,0.24,30.688,0.535,5.2484,transient,5.0,844.7157
2026-08-18T08:51:12.020107-04:00,49b5e771-e35c-42e9-9434-6daf0d4c663c,1.0.0,0,2.347,23.0241,center,2,1484.8426,640.1269,1484.8426,0.3043,31.6585,0.714,7.0043,transient,5.0,844.7157
2026-08-18T08:53:02.234422-04:00,49b5e771-e35c-42e9-9434-6daf0d4c663c,1.0.0,0,3.537,34.698,center,3,1849.5838,1004.868,1849.5838,0.6077,39.3191,1.299,12.7432,transient,5.0,844.7157
2026-08-18T08:56:41.717761-04:00,649fbed9-e248-422f-a9c6-036eea11c296,1.0.0,0,1.19,11.6739,center,1,1299.1218,213.6473,1299.1218,0.2168,24.8297,0.398,3.9044,stable,5.0,1085.4745
2026-08-18T08:57:25.694976-04:00,649fbed9-e248-422f-a9c6-036eea11c296,1.0.0,0,1.941,19.0412,center,2,1302.0457,216.5712,1302.0457,0.1192,27.8398,0.0,0.0,stable,5.0,1085.4745
2026-08-18T08:58:03.743331-04:00,649fbed9-e248-422f-a9c6-036eea11c296,1.0.0,0,1.941,19.0412,center,3,1448.9036,363.4291,1448.9036,0.1493,14.4303,0.56,5.4936,stable,5.0,1085.4745
2026-08-18T09:26:35.746039-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,1.192,11.6935,center,1,1306.0254,321.4772,1306.0254,0.242,28.4359,0.533,5.2287,stable,5.0,984.5482
2026-08-18T09:28:01.215573-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,1.192,11.6935,center,3,1304.6345,320.0863,1304.6345,0.2333,25.6121,0.593,5.8173,stable,5.0,984.5482
2026-08-18T09:30:09.847076-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,1.935,18.9824,center,4,1881.6142,897.066,1881.6142,0.3919,20.9747,1.55,15.2055,transient,5.0,984.5482
2026-08-18T09:31:05.306698-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,1.935,18.9824,center,5,1817.2284,832.6802,1817.2284,0.2611,12.4238,1.784,17.501,transient,5.0,984.5482
2026-08-18T09:37:41.032010-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,2.45,24.0345,center,6,2027.6294,1043.0812,2027.6294,0.502,26.6083,1.569,15.3919,transient,5.0,984.5482
2026-08-18T09:41:08.963553-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,2.347,23.0241,center,7,2062.199,1077.6508,2062.199,0.4625,17.9302,2.261,22.1804,transient,5.0,984.5482
2026-08-18T09:43:22.201760-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,3.537,34.698,center,8,2866.1531,1881.6048,2866.1531,0.5715,15.2704,3.425,33.5992,transient,5.0,984.5482
2026-08-18T09:45:42.827114-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,4.41,43.2621,center,9,3259.2551,2274.7069,3259.2551,0.7202,14.4258,4.674,45.8519,transient,5.0,984.5482
2026-08-18T09:48:31.909900-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,5.896,57.8398,center,10,3739.3673,2754.8191,3739.3673,0.7898,13.5876,5.494,53.8961,transient,5.0,984.5482
2026-08-18T09:50:13.312668-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,6.271,61.5185,center,11,4185.0,3200.4518,4185.0,0.8426,13.2672,6.033,59.1837,transient,5.0,984.5482
2026-08-18T09:53:34.323574-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,7.461,73.1924,center,12,5106.8571,4122.3089,5106.8571,0.9006,11.4246,7.565,74.2127,transient,5.0,984.5482
2026-08-18T09:56:39.117984-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,8.243,80.8638,center,13,5051.3706,4066.8223,5051.3706,0.9285,11.6001,7.686,75.3997,transient,5.0,984.5482
2026-08-18T09:58:57.699317-04:00,5ddd98b1-dae4-41d4-9985-6c394e59f65c,1.0.0,0,9.433,92.5377,center,14,6305.797,5321.2487,6305.797,1.5605,15.4787,9.763,95.775,transient,5.0,984.5482
2026-08-18T16:14:54.169726-04:00,d6f98377-6c57-4017-b1b1-8857bc371d20,1.0.0,0,3.539,34.7176,center,7,1537.8477,0.0,1537.8477,0.2101,13.9777,0.0,0.0,stable,5.0,2131.0254
