timestamp_iso,session_id,software_version,peso_real_kg,posicao,repeticao,B1,B2,B3,B4,B5,B6,B7,B8,soma_total,tempo_s,estavel,modelo_estimado
2026-09-03T17:10:24.247602-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,30.0,24.0,0.0,3.0,13.0,5.0,0.0,6.0,81.0,0.507,1,0.0
2026-09-03T17:10:24.257371-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,24.0,0.0,2.0,13.0,5.0,0.0,6.0,81.0,0.532,1,0.0
2026-09-03T17:10:24.257413-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,24.0,0.0,2.0,13.0,5.0,0.0,7.0,82.0,0.557,1,0.0
2026-09-03T17:10:24.257447-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,24.0,0.0,2.0,13.0,5.0,0.0,7.0,82.0,0.583,1,0.0
2026-09-03T17:10:24.257472-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,24.0,0.0,2.0,13.0,5.0,0.0,7.0,82.0,0.608,1,0.0
2026-09-03T17:10:24.257494-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,22.0,0.0,2.0,13.0,4.0,0.0,7.0,79.0,0.634,1,0.0
2026-09-03T17:10:24.257517-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,22.0,0.0,2.0,13.0,4.0,0.0,7.0,79.0,0.659,1,0.0
2026-09-03T17:10:24.257539-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,22.0,0.0,2.0,13.0,4.0,0.0,7.0,79.0,0.684,1,0.0
2026-09-03T17:10:24.257562-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,23.0,0.0,2.0,13.0,4.0,0.0,7.0,80.0,0.71,1,0.0
2026-09-03T17:10:24.257633-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,23.0,0.0,2.0,13.0,4.0,0.0,7.0,80.0,0.735,1,0.0
2026-09-03T17:10:24.257693-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,23.0,0.0,2.0,14.0,4.0,0.0,6.0,80.0,0.76,1,0.0
2026-09-03T17:10:24.257720-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,23.0,0.0,2.0,14.0,4.0,0.0,6.0,80.0,0.785,1,0.0
2026-09-03T17:10:24.257741-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,23.0,0.0,2.0,14.0,5.0,0.0,6.0,81.0,0.81,1,0.0
2026-09-03T17:10:24.257763-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,23.0,0.0,2.0,14.0,5.0,0.0,7.0,82.0,0.836,1,0.0
2026-09-03T17:10:24.257784-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,23.0,0.0,2.0,14.0,5.0,0.0,7.0,82.0,0.861,1,0.0
2026-09-03T17:10:24.257805-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,23.0,0.0,2.0,14.0,5.0,0.0,7.0,82.0,0.887,1,0.0
2026-09-03T17:10:24.257827-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,23.0,0.0,2.0,14.0,5.0,0.0,7.0,82.0,0.912,1,0.0
2026-09-03T17:10:24.257848-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,23.0,0.0,2.0,14.0,5.0,0.0,7.0,82.0,0.938,1,0.0
2026-09-03T17:10:24.257868-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,31.0,23.0,0.0,2.0,14.0,5.0,0.0,7.0,82.0,0.963,1,0.0
2026-09-03T17:10:24.257889-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,53.0,36.0,0.0,2.0,14.0,5.0,0.0,7.0,117.0,0.988,1,0.0
2026-09-03T17:10:24.257911-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,53.0,36.0,0.0,2.0,14.0,4.0,0.0,7.0,116.0,1.013,1,0.0
2026-09-03T17:10:24.257932-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,53.0,36.0,0.0,2.0,14.0,4.0,0.0,7.0,116.0,1.039,1,0.0
2026-09-03T17:10:24.257953-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,53.0,36.0,0.0,2.0,14.0,4.0,0.0,7.0,116.0,1.064,1,0.0
2026-09-03T17:10:24.257973-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,53.0,37.0,0.0,2.0,14.0,5.0,2.0,7.0,120.0,1.089,1,0.0
2026-09-03T17:10:24.258001-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,53.0,37.0,0.0,2.0,14.0,5.0,2.0,7.0,120.0,1.115,1,0.0
2026-09-03T17:10:24.258023-04:00,14305387-ca19-492a-ae47-95ddc4b3fe15,2.0.0,0.0,tare,1,53.0,37.0,0.0,2.0,14.0,5.0,2.0,7.0,120.0,1.14,1,0.0
