timestamp_iso,session_id,software_version,peso_real_kg,posicao,repeticao,B1,B2,B3,B4,B5,B6,B7,B8,soma_total,tempo_s,estavel,modelo_estimado
2026-09-04T08:07:51.871649-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,19.0,0.0,0.0,85.0,0.511,1,0.0
2026-09-04T08:07:51.871776-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,19.0,0.0,0.0,85.0,0.537,1,0.0
2026-09-04T08:07:51.871820-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,19.0,0.0,0.0,85.0,0.562,1,0.0
2026-09-04T08:07:51.871857-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,19.0,0.0,0.0,85.0,0.588,1,0.0
2026-09-04T08:07:51.871887-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,19.0,19.0,0.0,0.0,84.0,0.613,1,0.0
2026-09-04T08:07:51.871916-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,19.0,19.0,0.0,0.0,84.0,0.638,1,0.0
2026-09-04T08:07:51.871946-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,19.0,19.0,0.0,0.0,84.0,0.664,1,0.0
2026-09-04T08:07:51.871972-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,19.0,0.0,0.0,85.0,0.689,1,0.0
2026-09-04T08:07:51.871999-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,19.0,0.0,0.0,85.0,0.714,1,0.0
2026-09-04T08:07:51.872025-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,19.0,0.0,0.0,85.0,0.74,1,0.0
2026-09-04T08:07:51.872052-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,19.0,19.0,0.0,0.0,83.0,0.765,1,0.0
2026-09-04T08:07:51.872078-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,19.0,19.0,0.0,0.0,83.0,0.791,1,0.0
2026-09-04T08:07:51.872104-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,19.0,20.0,0.0,0.0,84.0,0.816,1,0.0
2026-09-04T08:07:51.872130-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,19.0,20.0,0.0,0.0,84.0,0.841,1,0.0
2026-09-04T08:07:51.872157-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,20.0,0.0,0.0,86.0,0.867,1,0.0
2026-09-04T08:07:51.872184-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,20.0,0.0,0.0,86.0,0.892,1,0.0
2026-09-04T08:07:51.872210-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,20.0,0.0,0.0,86.0,0.917,1,0.0
2026-09-04T08:07:51.872237-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,20.0,0.0,0.0,86.0,0.943,1,0.0
2026-09-04T08:07:51.872263-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,20.0,0.0,9.0,95.0,0.968,1,0.0
2026-09-04T08:07:51.872291-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,19.0,0.0,9.0,94.0,0.994,1,0.0
2026-09-04T08:07:51.872319-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,19.0,0.0,9.0,94.0,1.019,1,0.0
2026-09-04T08:07:51.872347-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,11.0,0.0,16.0,20.0,19.0,0.0,9.0,94.0,1.044,1,0.0
2026-09-04T08:07:51.872373-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,20.0,19.0,0.0,9.0,93.0,1.07,1,0.0
2026-09-04T08:07:51.872399-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,20.0,20.0,0.0,9.0,94.0,1.095,1,0.0
2026-09-04T08:07:51.872430-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,20.0,20.0,0.0,9.0,94.0,1.12,1,0.0
2026-09-04T08:07:51.872458-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,20.0,20.0,0.0,9.0,94.0,1.146,1,0.0
2026-09-04T08:07:51.872484-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,20.0,20.0,0.0,9.0,94.0,1.171,1,0.0
2026-09-04T08:07:51.872511-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,20.0,20.0,0.0,9.0,94.0,1.196,1,0.0
2026-09-04T08:07:51.872536-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,21.0,20.0,0.0,9.0,95.0,1.222,1,0.0
2026-09-04T08:07:51.872563-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,21.0,20.0,0.0,9.0,95.0,1.247,1,0.0
2026-09-04T08:07:51.872589-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,21.0,20.0,0.0,9.0,95.0,1.273,1,0.0
2026-09-04T08:07:51.872616-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,21.0,20.0,0.0,9.0,95.0,1.298,1,0.0
2026-09-04T08:07:51.872642-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,20.0,20.0,0.0,9.0,94.0,1.324,1,0.0
2026-09-04T08:07:51.872668-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,20.0,20.0,0.0,9.0,94.0,1.349,1,0.0
2026-09-04T08:07:51.872695-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,20.0,20.0,0.0,9.0,94.0,1.375,1,0.0
2026-09-04T08:07:51.872721-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,20.0,20.0,0.0,9.0,94.0,1.4,1,0.0
2026-09-04T08:07:51.872747-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,20.0,20.0,0.0,9.0,94.0,1.426,1,0.0
2026-09-04T08:07:51.872773-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,21.0,20.0,0.0,9.0,95.0,1.451,1,0.0
2026-09-04T08:07:51.872799-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,21.0,20.0,0.0,9.0,95.0,1.477,1,0.0
2026-09-04T08:07:51.872826-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,21.0,20.0,0.0,9.0,95.0,1.502,1,0.0
2026-09-04T08:07:51.872853-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,20.0,20.0,0.0,9.0,94.0,1.527,1,0.0
2026-09-04T08:07:51.872879-04:00,6e7a4b2f-525d-455c-98f0-a2ffdc7917ff,2.0.0,0.0,tare,1,19.0,10.0,0.0,16.0,19.0,20.0,0.0,9.0,93.0,1.553,1,0.0
